,oktmo,Административная деятельность_зарплата,Водоснабжение_зарплата,Гос. управление и военн. безопасность_зарплата,Гостиницы и общепит_зарплата,Деятельность экстер. организаций_зарплата,Добыча полезных ископаемых_зарплата,Здравоохранение_зарплата,ИТ и связь_зарплата,Научная и проф. деятельность_зарплата,Обрабатывающие производства_зарплата,Образование_зарплата,Операции с недвижимостью_зарплата,Прочие услуги_зарплата,Сельское хозяйство_зарплата,Спорт и досуг_зарплата,Строительство_зарплата,Торговля_зарплата,Транспортировка и хранение_зарплата,Услуги ЖКХ_зарплата,Финансы и страхование_зарплата,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
1852,57-524-000-000,27973.925,23273.675,46313.95,,,210138.9,41785.25,40967.125,68225.725,,39859.4625,27687.725,,34938.15,41949.3,,40164.975,24258.275,28670.528571428575,61332.485714285714,Кишертский,746,муниципальный округ Кишертский,муниципальный округ,59,Пермский край,57524000
1853,57-525-000-000,37883.65,51205.65,69717.2875,31252.75,,,44837.375,44968.275,40247.7,,43749.4,32446.350000000002,,40274.5,40058.35,,50516.8375,32360.025,54872.5,57187.75,Косинский,770,муниципальный округ Косинский,муниципальный округ,59,Пермский край,57525000
1854,57-526-000-000,51274.9,32597.15,70643.5375,31200.324999999997,,,51318.9,42539.325,40221.4875,,50346.7125,,,58674.725,44147.2,,49438.375,35332.075,92531.025,61687.1375,Кочевский,771,муниципальный округ Кочевский,муниципальный округ,59,Пермский край,57526000
1855,57-528-000-000,35970.1,28149.0,55648.1125,25373.05,,,40788.4625,39480.6,41516.7,35808.45,42097.325,27859.05,35609.0625,31494.025,40995.825000000004,79096.75,42006.7375,44903.1,56611.025,59136.625,Кудымкарский,772,муниципальный округ Кудымкарский,муниципальный округ,59,Пермский край,57528000
1856,57-528-000-000,35970.1,28149.0,55648.1125,25373.05,,,40788.4625,39480.6,41516.7,35808.45,42097.325,27859.05,35609.0625,31494.025,40995.825000000004,79096.75,42006.7375,44903.1,56611.025,59136.625,Кудымкарский,2885,муниципальный округ Кудымкарский,муниципальный округ,59,Пермский край,57528000
1857,57-529-000-000,34447.2,29744.475,49077.8625,22503.9875,,81277.8875,38303.7875,34617.875,34884.375,23773.525,45844.1125,27813.35,,33427.275,39818.4125,127417.125,43726.1375,38162.325,46998.2125,44024.5125,Куединский,749,муниципальный округ Куединский,муниципальный округ,59,Пермский край,57529000
1858,57-530-000-000,32531.15,39405.5375,53148.3125,34163.475,,87186.1125,47680.125,49089.3125,61095.5625,43705.637500000004,43914.4,31429.6625,26299.95,44252.6125,42725.9875,72674.575,43708.3,57462.4625,59238.2375,56161.6125,Кунгурский,2809,муниципальный округ Кунгурский,муниципальный округ,59,Пермский край,57530000
1859,57-538-000-000,32806.5625,31080.875,47364.975,22662.4375,,87384.4375,40912.1,38901.85,38213.2,37653.524999999994,41721.25,25318.475,21527.75,28185.5875,42963.5625,,40213.0125,24466.1,49046.325,57241.8875,Ординский,753,муниципальный округ Ординский,муниципальный округ,59,Пермский край,57538000
1860,57-546-000-000,53022.8625,41751.425,53379.225,38829.1625,,74857.62,49187.05,59976.55,61536.725,88112.3,54785.4375,60201.700000000004,34559.3,54119.4125,55966.8,79156.1,59366.95,66177.25,61223.5375,60313.2125,Пермский,757,муниципальный округ Пермский,муниципальный округ,59,Пермский край,57546000
1861,57-548-000-000,32958.975,22197.625,47963.5375,23921.1,,59937.35,38999.75,29166.45,40023.8,34577.5,43715.175,,,44152.95,36536.325,,39463.137500000004,28197.0,45110.1375,36262.7,Сивинский,758,муниципальный округ Сивинский,муниципальный округ,59,Пермский край,57548000
1862,57-552-000-000,25284.725,25799.7,45827.575,21761.7375,,90420.625,40613.875,27769.25,31481.4125,31702.1,39866.9,,,,39220.4625,84214.125,37639.525,26346.825,40697.7375,48637.5875,Уинский,761,муниципальный округ Уинский,муниципальный округ,59,Пермский край,57552000
1863,57-555-000-000,27762.8,23434.0,49530.549999999996,22148.8875,,88398.1375,41085.3,41773.775,36934.575,39670.25,40389.025,,,42672.7,39910.125,93667.35,36872.45,43751.95,46567.5,43329.375,Частинский,764,муниципальный округ Частинский,муниципальный округ,59,Пермский край,57555000
1864,57-559-000-000,25268.3,24803.5,47418.825,27882.0375,,,38916.75,39708.7,30819.5,,37557.6625,26693.225,,35134.149999999994,32956.4,,41788.05,23958.825,60560.025,48700.575,Юрлинский,773,муниципальный округ Юрлинский,муниципальный округ,59,Пермский край,57559000
1865,57-560-000-000,31332.0,27734.725,44921.0,21618.625,,89477.275,37905.925,31590.175,40809.3625,,42007.9,29568.35,,32405.525,41975.775,74311.62000000001,39515.075,22807.275,56792.8625,45248.7125,Юсьвинский,774,муниципальный округ Юсьвинский,муниципальный округ,59,Пермский край,57560000
1866,57-604-000-000,27048.1125,26317.725,52551.2125,24018.8375,,79992.225,46185.1125,39775.6375,41699.025,46834.65,37831.799999999996,34568.75,,33005.55,45932.525,109337.875,42756.4625,88480.55,47778.4,50063.4375,Бардымский,735,Бардымский муниципальный район,муниципальный район,59,Пермский край,57604000
1867,57-605-000-000,32883.55,29204.3375,52428.0875,34020.9,,58879.075,39891.2875,33217.325,35795.475,47515.675,37686.4625,25892.5,24533.425,24251.0,40042.025,49274.675,40643.2125,31338.6375,81565.3625,47142.65,Александровский,734,Александровский муниципальный район,муниципальный район,59,Пермский край,57605000
1868,57-606-000-000,33778.0,29384.6,45039.6625,41720.975,,65797.85,48850.0375,33395.825,31637.425,33310.0,41703.4125,,,32201.149999999998,45683.325,,38040.425,77806.09999999999,60219.9625,58622.0,Березовский,736,Березовский муниципальный район,муниципальный район,59,Пермский край,57606000
1869,57-608-000-000,33476.8,27702.625,47037.15,26830.975,,56701.55,40735.4125,38200.675,33915.65,30491.8,34208.0625,,,41077.625,37282.975000000006,76530.025,44641.3125,89002.5875,50011.075,51439.8875,Большесосновский,737,Большесосновский муниципальный район,муниципальный район,59,Пермский край,57608000
1870,57-612-000-000,42110.3125,33345.075,51460.1375,25654.375,,65577.8,41652.9875,54059.925,38738.575,41698.95,39691.1625,25828.6,18836.85,40922.3,38946.8625,96480.925,40364.7125,49788.35,43794.7375,58576.9875,Верещагинский,738,Верещагинский муниципальный район,муниципальный район,59,Пермский край,57612000
1871,57-614-000-000,44719.25,44920.675,52849.725,39513.8,,60766.1,39232.2625,51817.2625,34550.975,79635.875,36271.3,38984.6,,30375.975,45284.175,,43069.7,77856.8375,43170.325,48772.2375,Горнозаводский,739,Горнозаводский муниципальный район,муниципальный район,59,Пермский край,57614000
1872,57-616-000-000,31491.1,46517.55,58669.425,25969.4875,,102526.6625,44743.975,77869.1375,67528.95,76535.55,43725.8625,38805.114285714284,48197.950000000004,39684.18571428571,50184.325,92745.1375,43551.3,74905.2,93155.4875,52945.0375,Добрянский,741,Добрянский муниципальный район,муниципальный район,59,Пермский край,57616000
1873,57-618-000-000,41663.65,25572.85,47574.9,23045.8875,,74101.15,41609.2125,27294.475,30253.325,24372.775,39647.675,,,,32964.774999999994,,43484.425,25428.15,49314.0,41054.3,Еловский,742,Еловский муниципальный район,муниципальный район,59,Пермский край,57618000
1874,57-620-000-000,30860.4625,28326.325,47513.625,23215.8375,,64952.0,44326.4875,27184.8,38371.4875,43300.675,40603.0875,25809.699999999997,,26666.7,37547.8,,39852.5125,43858.575,60436.725,50755.125,Ильинский,743,Ильинский муниципальный район,муниципальный район,59,Пермский край,57620000
1875,57-622-000-000,25992.425,,50036.0625,24519.3625,,58791.95,39707.9625,28650.075,46809.8875,28241.416666666668,41901.85,,,40340.7125,41263.275,,44545.15,33688.475,56783.100000000006,48810.125,Карагайский,744,Карагайский муниципальный район,муниципальный район,59,Пермский край,57622000
1876,57-623-000-000,34745.95,30230.275,53488.65,23624.825,,,39921.75,56512.075,39771.325,35603.5,48663.375,20504.9,23438.225,34953.5,36081.075,,40290.25,41016.375,38324.433333333334,41828.05,Кизеловский,745,Кизеловский муниципальный район,муниципальный район,59,Пермский край,57623000
1877,57-624-000-000,27973.925,23273.675,46313.95,,,210138.9,41785.25,40967.125,68225.725,,39859.4625,27687.725,,34938.15,41949.3,,40164.975,24258.275,28670.528571428575,61332.485714285714,Кишертский,746,Кишертский муниципальный район,муниципальный район,59,Пермский край,57624000
1878,57-626-000-000,27305.175,27724.214285714286,52580.3875,22551.425,,87187.2375,39259.4,34070.525,33449.525,56332.01666666666,36710.425,31714.324999999997,,39059.350000000006,33222.2875,,41736.9625,29529.55,68390.34,57693.3375,Красновишерский,747,Красновишерский муниципальный район,муниципальный район,59,Пермский край,57626000
1879,57-627-000-000,42197.95,43566.5125,57077.6,50708.7125,,70681.7625,50376.6625,65459.1375,68250.0875,78296.275,46304.8125,39050.875,39340.700000000004,155515.275,42290.6375,92366.825,49389.5875,67802.7875,65937.5,65462.45,Краснокамский,748,Краснокамский муниципальный район,муниципальный район,59,Пермский край,57627000
1880,57-628-000-000,34447.2,29744.475,49077.8625,22503.9875,,81277.8875,38303.7875,34617.875,34884.375,23773.525,45844.1125,27813.35,,33427.275,39818.4125,127417.125,43726.1375,38162.325,46998.2125,44024.5125,Куединский,749,Куединский муниципальный район,муниципальный район,59,Пермский край,57628000
1881,57-634-000-000,35131.1375,30967.425,55962.7375,44505.125,,,43735.5875,78100.475,38667.0375,57410.8,41362.875,25420.25,43273.875,61687.8375,40202.375,54124.975,53428.55,39240.5875,52093.725,58357.350000000006,Нытвенский,751,Нытвенский муниципальный район,муниципальный район,59,Пермский край,57634000
1882,57-636-000-000,30306.7625,24066.4,51154.425,37232.7,,78592.35,39281.375,40146.6,41027.7125,55177.85,39805.7125,30803.525,,38804.25,44753.5375,67093.125,40530.8125,69949.3375,63091.2,62733.725,Октябрьский,752,Октябрьский муниципальный район,муниципальный район,59,Пермский край,57636000
